type,pts_value,pts_timescale,host_seconds,appended
audio,180593695995458,1000000000,180593.73889112502,true
video,180593746199416,1000000000,180593.74165108334,true
video,180593762865916,1000000000,180593.75927366668,true
audio,180593715995416,1000000000,180593.760235875,true
video,180593779532541,1000000000,180593.77721079168,true
audio,180593735995458,1000000000,180593.78154320834,true
audio,180593755995458,1000000000,180593.78159104168,true
video,180593796199125,1000000000,180593.79433212502,true
audio,180593775995416,1000000000,180593.80294183333,true
video,180593812865750,1000000000,180593.810987625,true
audio,180593795995458,1000000000,180593.82423,true
video,180593829532333,1000000000,180593.8284015,true
video,180593846198958,1000000000,180593.84512670836,true
audio,180593815995458,1000000000,180593.84545645834,true
video,180593862865500,1000000000,180593.8622205417,true
audio,180593835995458,1000000000,180593.86694587502,true
video,180593879532083,1000000000,180593.87903433334,true
audio,180593855995458,1000000000,180593.88830820835,true
video,180593896198666,1000000000,180593.89618500002,true
audio,180593875995458,1000000000,180593.9096766667,true
video,180593912865291,1000000000,180593.913093125,true
audio,180593895995458,1000000000,180593.93087550002,true
video,180593937865166,1000000000,180593.93326708334,true
video,180593954531791,1000000000,180593.951019375,true
audio,180593915995458,1000000000,180593.95215745835,true
video,180593971198375,1000000000,180593.96887333333,true
audio,180593935995458,1000000000,180593.97365454168,true
video,180593987864958,1000000000,180593.98689333335,true
audio,180593955995458,1000000000,180593.99492495836,true
video,180594004531583,1000000000,180594.00366558335,true
audio,180593975995458,1000000000,180594.01622241669,true
video,180594021198125,1000000000,180594.02053020833,true
audio,180593995995416,1000000000,180594.03757204168,true
video,180594037864750,1000000000,180594.03804608335,true
video,180594062864625,1000000000,180594.05830858334,true
audio,180594015995458,1000000000,180594.058855375,true
video,180594079531250,1000000000,180594.0758792917,true
audio,180594035995458,1000000000,180594.08026504167,true
video,180594096197833,1000000000,180594.09294383336,true
audio,180594055995416,1000000000,180594.10157708335,true
audio,180594075995458,1000000000,180594.10160529168,true
video,180594112864416,1000000000,180594.11073320833,true
audio,180594095995458,1000000000,180594.12292554168,true
video,180594129531041,1000000000,180594.12811595833,true
